Model,Stochastic Type,Sensitive Activities,Background Size,Confidence Privacy,Upper CC,Lower CC,Max C
Alpha+_,AlignmentEstimator,"(('Request For Payment FINAL_APPROVED by BUDGET OWNER', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by SUPERVISOR', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by ADMINISTRATION', 0.00014522218995062446), ('Request For Payment FINAL_APPROVED by DIRECTOR', 0.005954109787975602))",1,0.0,0,0,0
Alpha+_,AlignmentEstimator,"(('Request For Payment FINAL_APPROVED by BUDGET OWNER', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by SUPERVISOR', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by ADMINISTRATION', 0.00014522218995062446), ('Request For Payment FINAL_APPROVED by DIRECTOR', 0.005954109787975602))",2,0.0,0,0,0
Alpha+_,AlignmentEstimator,"(('Request For Payment FINAL_APPROVED by BUDGET OWNER', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by SUPERVISOR', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by ADMINISTRATION', 0.00014522218995062446), ('Request For Payment FINAL_APPROVED by DIRECTOR', 0.005954109787975602))",3,0.0,0,0,0
Alpha+_,AlignmentEstimator,"(('Request For Payment FINAL_APPROVED by BUDGET OWNER', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by SUPERVISOR', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by ADMINISTRATION', 0.00014522218995062446), ('Request For Payment FINAL_APPROVED by DIRECTOR', 0.005954109787975602))",4,0.0,0,0,0
Heuristic_,BillClintonEstimator,"(('Request For Payment FINAL_APPROVED by BUDGET OWNER', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by SUPERVISOR', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by ADMINISTRATION', 0.00014522218995062446), ('Request For Payment FINAL_APPROVED by DIRECTOR', 0.005954109787975602))",1,0.0,0,0,0
Heuristic_,BillClintonEstimator,"(('Request For Payment FINAL_APPROVED by BUDGET OWNER', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by SUPERVISOR', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by ADMINISTRATION', 0.00014522218995062446), ('Request For Payment FINAL_APPROVED by DIRECTOR', 0.005954109787975602))",2,0.0,0,0,0
Heuristic_,BillClintonEstimator,"(('Request For Payment FINAL_APPROVED by BUDGET OWNER', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by SUPERVISOR', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by ADMINISTRATION', 0.00014522218995062446), ('Request For Payment FINAL_APPROVED by DIRECTOR', 0.005954109787975602))",3,0.0,0,0,0
Heuristic_,BillClintonEstimator,"(('Request For Payment FINAL_APPROVED by BUDGET OWNER', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by SUPERVISOR', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by ADMINISTRATION', 0.00014522218995062446), ('Request For Payment FINAL_APPROVED by DIRECTOR', 0.005954109787975602))",4,0.0,0,0,0
Flower_,BillClintonEstimator,"(('Request For Payment FINAL_APPROVED by BUDGET OWNER', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by SUPERVISOR', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by ADMINISTRATION', 0.00014522218995062446), ('Request For Payment FINAL_APPROVED by DIRECTOR', 0.005954109787975602))",1,0.0,0,19,0
Flower_,BillClintonEstimator,"(('Request For Payment FINAL_APPROVED by BUDGET OWNER', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by SUPERVISOR', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by ADMINISTRATION', 0.00014522218995062446), ('Request For Payment FINAL_APPROVED by DIRECTOR', 0.005954109787975602))",2,0.0,0,190,0
Flower_,BillClintonEstimator,"(('Request For Payment FINAL_APPROVED by BUDGET OWNER', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by SUPERVISOR', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by ADMINISTRATION', 0.00014522218995062446), ('Request For Payment FINAL_APPROVED by DIRECTOR', 0.005954109787975602))",3,0.0,0,1159,0
Flower_,BillClintonEstimator,"(('Request For Payment FINAL_APPROVED by BUDGET OWNER', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by SUPERVISOR', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by ADMINISTRATION', 0.00014522218995062446), ('Request For Payment FINAL_APPROVED by DIRECTOR', 0.005954109787975602))",4,0.0,0,5035,0
Flower_,AlignmentEstimator,"(('Request For Payment FINAL_APPROVED by BUDGET OWNER', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by SUPERVISOR', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by ADMINISTRATION', 0.00014522218995062446), ('Request For Payment FINAL_APPROVED by DIRECTOR', 0.005954109787975602))",1,0.0,0,19,0
Flower_,AlignmentEstimator,"(('Request For Payment FINAL_APPROVED by BUDGET OWNER', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by SUPERVISOR', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by ADMINISTRATION', 0.00014522218995062446), ('Request For Payment FINAL_APPROVED by DIRECTOR', 0.005954109787975602))",2,0.0,0,190,0
Flower_,AlignmentEstimator,"(('Request For Payment FINAL_APPROVED by BUDGET OWNER', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by SUPERVISOR', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by ADMINISTRATION', 0.00014522218995062446), ('Request For Payment FINAL_APPROVED by DIRECTOR', 0.005954109787975602))",3,0.0,0,1159,0
Flower_,AlignmentEstimator,"(('Request For Payment FINAL_APPROVED by BUDGET OWNER', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by SUPERVISOR', 0.00014522218995062446), ('Request For Payment FOR_APPROVAL by ADMINISTRATION', 0.00014522218995062446), ('Request For Payment FINAL_APPROVED by DIRECTOR', 0.005954109787975602))",4,0.0,0,5035,0
